NAME,median_household_income,total_poverty_determined,total_below_poverty,total_education_25plus,bachelors_degree,total_employment_16plus,in_labor_force,unemployed,median_home_value,median_gross_rent,total_occupied_housing,owner_occupied,renter_occupied,total_population,median_age,total_race,white_alone,black_alone,asian_alone,hispanic_or_latino,total_internet_hh,with_internet,state,county,tract,county_name,poverty_rate,unemployment_rate,homeownership_rate,internet_access_rate
Census Tract 1; Fulton County; Georgia,154808,5159,438,4097,1882,4364,2842,60,831500,1707,2458,1545,913,5160,44.8,5160,4439,140,298,90,2458,2443,13,121,000100,Fulton,8.49,2.11,62.86,99.39
Census Tract 507.36; Gwinnett County; Georgia,86888,6403,91,3785,750,4504,2939,201,257400,1951,1889,1411,478,6408,33.8,6408,2057,3624,24,978,1889,1875,13,135,050736,Gwinnett,1.42,6.84,74.7,99.26
Census Tract 507.37; Gwinnett County; Georgia,90346,4310,4,2528,537,2990,2016,92,264700,-666666666,1317,1185,132,4310,37.4,4310,544,3270,136,82,1317,1287,13,135,050737,Gwinnett,0.09,4.56,89.98,97.72
Census Tract 507.38; Gwinnett County; Georgia,96831,7433,1013,5267,527,6073,3924,130,237300,1960,2418,2118,300,7434,43.1,7434,1054,5495,164,554,2418,2295,13,135,050738,Gwinnett,13.63,3.31,87.59,94.91
Census Tract 507.39; Gwinnett County; Georgia,125476,4394,338,3303,845,3624,2592,113,312800,1946,1506,1342,164,4394,45.5,4394,743,2960,358,252,1506,1386,13,135,050739,Gwinnett,7.69,4.36,89.11,92.03
Census Tract 507.40; Gwinnett County; Georgia,80893,1870,139,1250,167,1422,814,8,240200,1329,632,564,68,1870,37.8,1870,824,698,82,223,632,573,13,135,050740,Gwinnett,7.43,0.98,89.24,90.66
Census Tract 507.41; Gwinnett County; Georgia,120994,6610,33,4241,1087,4921,3284,23,360400,2701,1897,1767,130,6610,37.1,6610,2510,3672,37,644,1897,1876,13,135,050741,Gwinnett,0.5,0.7,93.15,98.89
Census Tract 507.42; Gwinnett County; Georgia,115893,4473,332,2997,873,3502,2410,85,335200,2289,1446,1264,182,4473,41.1,4473,2085,1828,54,206,1446,1324,13,135,050742,Gwinnett,7.42,3.53,87.41,91.56
Census Tract 507.43; Gwinnett County; Georgia,90958,5081,160,3259,618,3628,2558,214,274500,2180,1459,1418,41,5081,37.3,5081,2927,1756,0,712,1459,1353,13,135,050743,Gwinnett,3.15,8.37,97.19,92.73
Census Tract 507.44; Gwinnett County; Georgia,94642,7615,281,4875,1664,5996,4451,111,327900,2045,2327,1957,370,7615,36.6,7615,3647,3213,0,995,2327,2175,13,135,050744,Gwinnett,3.69,2.49,84.1,93.47
Census Tract 507.45; Gwinnett County; Georgia,82017,4144,1,3188,534,3838,2470,17,400900,1712,1580,954,626,4144,39.7,4144,1066,1542,512,721,1580,1536,13,135,050745,Gwinnett,0.02,0.69,60.38,97.22
Census Tract 507.46; Gwinnett County; Georgia,94882,7000,254,4336,1249,5167,3777,255,348200,-666666666,2097,1820,277,7215,41.3,7215,2584,3273,238,1240,2097,1831,13,135,050746,Gwinnett,3.63,6.75,86.79,87.32
Census Tract 507.47; Gwinnett County; Georgia,77383,4867,227,2810,962,3696,3125,94,271000,1691,1749,1066,683,4867,31.4,4867,1319,2463,399,244,1749,1749,13,135,050747,Gwinnett,4.66,3.01,60.95,100.0
Census Tract 507.48; Gwinnett County; Georgia,61094,5252,138,2916,1416,3185,2289,454,361600,-666666666,1627,1505,122,5252,29.6,5252,1180,3982,24,24,1627,1627,13,135,050748,Gwinnett,2.63,19.83,92.5,100.0
Census Tract 507.49; Gwinnett County; Georgia,94091,3593,104,2389,449,2843,2207,112,252300,1631,1076,832,244,3593,35.7,3593,687,2220,262,414,1076,1009,13,135,050749,Gwinnett,2.89,5.07,77.32,93.77
Census Tract 507.50; Gwinnett County; Georgia,108682,5167,503,3716,1056,4454,2640,148,322200,1787,1607,1491,116,5176,45.5,5176,910,3211,116,730,1607,1525,13,135,050750,Gwinnett,9.73,5.61,92.78,94.9
Census Tract 507.51; Gwinnett County; Georgia,68897,3124,169,1975,481,2675,1639,105,268900,1803,1060,816,244,3124,37.7,3124,706,2337,35,157,1060,1010,13,135,050751,Gwinnett,5.41,6.41,76.98,95.28
Census Tract 507.52; Gwinnett County; Georgia,103000,3170,173,2240,542,2618,1871,44,294600,-666666666,1034,653,381,3170,40.7,3170,2242,670,0,1399,1034,916,13,135,050752,Gwinnett,5.46,2.35,63.15,88.59
Census Tract 507.53; Gwinnett County; Georgia,67106,4306,50,3040,879,3388,2392,112,216100,1453,1261,1026,235,4478,35.3,4478,1543,2484,105,674,1261,1197,13,135,050753,Gwinnett,1.16,4.68,81.36,94.92
Census Tract 507.54; Gwinnett County; Georgia,95781,3882,270,2473,683,3113,1756,165,231000,2094,1061,772,289,3954,31.4,3954,806,2178,529,371,1061,1004,13,135,050754,Gwinnett,6.96,9.4,72.76,94.63
Census Tract 507.55; Gwinnett County; Georgia,89898,2828,390,1691,358,1993,1251,28,247100,1889,752,601,151,2828,33.3,2828,1485,1057,123,176,752,724,13,135,050755,Gwinnett,13.79,2.24,79.92,96.28
Census Tract 507.56; Gwinnett County; Georgia,150268,5739,129,3533,1277,4481,2995,106,512000,2048,1613,1528,85,5739,40.1,5739,2278,1596,881,718,1613,1519,13,135,050756,Gwinnett,2.25,3.54,94.73,94.17
Census Tract 507.57; Gwinnett County; Georgia,130417,4898,250,2934,930,3330,2626,193,341300,2059,1149,941,208,4898,29.9,4898,2478,946,459,648,1149,1149,13,135,050757,Gwinnett,5.1,7.35,81.9,100.0
Census Tract 507.58; Gwinnett County; Georgia,75391,2797,269,2152,560,2332,1298,71,226800,1819,1063,922,141,2818,47.0,2818,1683,510,177,501,1063,988,13,135,050758,Gwinnett,9.62,5.47,86.74,92.94
Census Tract 507.59; Gwinnett County; Georgia,118479,4547,221,3104,726,3640,2356,20,380700,-666666666,1463,1429,34,4551,37.9,4551,1951,1180,125,1259,1463,1463,13,135,050759,Gwinnett,4.86,0.85,97.68,100.0
Census Tract 507.60; Gwinnett County; Georgia,162404,4867,165,3073,891,3683,2461,56,305100,2405,1409,1243,166,4867,34.7,4867,2571,983,481,315,1409,1357,13,135,050760,Gwinnett,3.39,2.28,88.22,96.31
Census Tract 507.61; Gwinnett County; Georgia,111382,3445,93,2252,558,2542,1630,51,337600,2050,1083,1011,72,3445,39.8,3445,1844,912,298,565,1083,1065,13,135,050761,Gwinnett,2.7,3.13,93.35,98.34
Census Tract 507.62; Gwinnett County; Georgia,114879,5472,385,3649,1183,4234,2474,133,395400,1904,1785,1640,145,5472,39.4,5472,2887,852,1237,438,1785,1746,13,135,050762,Gwinnett,7.04,5.38,91.88,97.82
Census Tract 507.63; Gwinnett County; Georgia,97037,4513,869,2658,667,3388,2033,59,275300,2092,1233,1029,204,4682,32.7,4682,1668,1577,714,700,1233,1141,13,135,050763,Gwinnett,19.26,2.9,83.45,92.54
Census Tract 507.64; Gwinnett County; Georgia,106651,2651,108,1912,459,2318,1615,66,318500,1673,1072,812,260,2658,42.7,2658,1164,988,282,330,1072,991,13,135,050764,Gwinnett,4.07,4.09,75.75,92.44
Census Tract 507.65; Gwinnett County; Georgia,122266,2988,242,1931,638,2249,1571,35,376800,1676,925,881,44,3054,38.6,3054,1934,453,469,265,925,915,13,135,050765,Gwinnett,8.1,2.23,95.24,98.92
Census Tract 402.02; Clayton County; Georgia,40287,2841,445,1688,103,2201,1490,54,94000,1115,1001,367,634,2848,30.2,2848,96,2271,162,108,1001,945,13,063,040202,Clayton,15.66,3.62,36.66,94.41
Census Tract 402.03; Clayton County; Georgia,48977,3837,240,2442,507,2964,2504,170,178800,1231,1695,619,1076,3933,30.8,3933,202,3149,72,276,1695,1514,13,063,040203,Clayton,6.25,6.79,36.52,89.32
Census Tract 402.04; Clayton County; Georgia,45956,5297,585,3547,766,4206,3000,113,185200,1128,2318,704,1614,5297,32.8,5297,30,4876,22,378,2318,2157,13,063,040204,Clayton,11.04,3.77,30.37,93.05
Census Tract 403.02; Clayton County; Georgia,43438,5528,1314,3177,314,3770,2723,220,89200,1041,1872,467,1405,5560,28.8,5560,996,3005,230,1454,1872,1482,13,063,040302,Clayton,23.77,8.08,24.95,79.17
Census Tract 403.06; Clayton County; Georgia,41517,4546,1149,2757,204,3389,2025,138,-666666666,1129,1817,46,1771,4600,30.0,4600,564,3116,0,1233,1817,1538,13,063,040306,Clayton,25.27,6.81,2.53,84.65
Census Tract 403.07; Clayton County; Georgia,59537,4235,541,2535,376,3318,2160,213,109000,1188,1306,926,380,4281,29.0,4281,1088,1381,615,1561,1306,1036,13,063,040307,Clayton,12.77,9.86,70.9,79.33
Census Tract 403.08; Clayton County; Georgia,28913,3953,595,3059,101,3534,1490,84,126100,1034,1678,628,1050,4361,42.4,4361,780,2331,338,987,1678,958,13,063,040308,Clayton,15.05,5.64,37.43,57.09
Census Tract 403.09; Clayton County; Georgia,37672,2972,746,2365,288,2788,1474,99,-666666666,965,1343,730,613,2972,47.5,2972,555,1943,88,315,1343,818,13,063,040309,Clayton,25.1,6.72,54.36,60.91
Census Tract 403.10; Clayton County; Georgia,56993,3538,534,2179,65,2848,1975,190,82800,1019,1320,699,621,3539,32.1,3539,954,2081,111,827,1320,1149,13,063,040310,Clayton,15.09,9.62,52.95,87.05
Census Tract 404.07; Clayton County; Georgia,56042,4343,668,3005,516,3366,2148,57,146100,1278,1559,984,575,4343,35.9,4343,986,1800,938,892,1559,1134,13,063,040407,Clayton,15.38,2.65,63.12,72.74
Census Tract 404.09; Clayton County; Georgia,59750,5773,527,3678,231,4305,2888,189,166000,1255,2043,1368,675,5773,34.8,5773,681,3621,693,921,2043,1780,13,063,040409,Clayton,9.13,6.54,66.96,87.13
Census Tract 404.10; Clayton County; Georgia,50811,7776,776,4885,643,5555,3866,347,151100,880,2990,1917,1073,7901,32.3,7901,464,5130,247,2017,2990,2647,13,063,040410,Clayton,9.98,8.98,64.11,88.53
Census Tract 404.14; Clayton County; Georgia,46686,1501,508,842,71,1081,678,30,98000,1176,548,224,324,1501,29.9,1501,391,356,25,747,548,513,13,063,040414,Clayton,33.84,4.42,40.88,93.61
Census Tract 404.16; Clayton County; Georgia,66405,3263,864,2008,266,2280,1209,76,140000,1222,1063,667,396,3263,37.2,3263,856,1537,201,739,1063,815,13,063,040416,Clayton,26.48,6.29,62.75,76.67
Census Tract 404.17; Clayton County; Georgia,48608,6599,1092,3650,84,4760,3457,493,92200,1215,2275,315,1960,6710,26.3,6710,368,5496,94,631,2275,1802,13,063,040417,Clayton,16.55,14.26,13.85,79.21
Census Tract 404.18; Clayton County; Georgia,100083,2276,662,1368,233,2167,1405,213,123700,1530,531,375,156,3037,23.2,3037,472,1412,851,673,531,471,13,063,040418,Clayton,29.09,15.16,70.62,88.7
Census Tract 404.19; Clayton County; Georgia,52760,7117,1268,4118,681,5263,3271,569,189300,1232,2221,780,1441,7603,25.8,7603,959,5108,1138,497,2221,1812,13,063,040419,Clayton,17.82,17.4,35.12,81.58
Census Tract 404.20; Clayton County; Georgia,67302,7767,1264,5427,681,5877,3924,148,190300,1161,2563,2089,474,7852,37.3,7852,1923,4825,711,428,2563,2276,13,063,040420,Clayton,16.27,3.77,81.51,88.8
Census Tract 404.21; Clayton County; Georgia,73301,5316,912,4271,586,4757,3190,151,204400,1800,2142,1806,336,5321,47.6,5321,539,4581,0,76,2142,1887,13,063,040421,Clayton,17.16,4.73,84.31,88.1
Census Tract 404.22; Clayton County; Georgia,36263,2981,718,1459,321,2181,1458,59,-666666666,1145,1095,1,1094,2981,24.0,2981,68,2607,0,374,1095,911,13,063,040422,Clayton,24.09,4.05,0.09,83.2
Census Tract 404.23; Clayton County; Georgia,54466,5124,1388,3146,355,3925,2881,307,136800,1347,1626,707,919,5138,32.7,5138,204,4056,354,464,1626,1570,13,063,040423,Clayton,27.09,10.66,43.48,96.56
Census Tract 404.24; Clayton County; Georgia,61414,3373,522,2299,577,2404,1630,46,201000,1317,1420,294,1126,3373,36.1,3373,405,2117,21,1015,1420,1343,13,063,040424,Clayton,15.48,2.82,20.7,94.58
Census Tract 404.25; Clayton County; Georgia,45892,5587,1634,2934,447,3929,2099,150,166300,1434,1595,880,715,5587,30.5,5587,383,2181,1770,756,1595,1394,13,063,040425,Clayton,29.25,7.15,55.17,87.4
Census Tract 404.26; Clayton County; Georgia,78125,2430,703,1278,169,1764,1083,20,131700,1398,766,383,383,2430,28.9,2430,1107,1183,59,330,766,683,13,063,040426,Clayton,28.93,1.85,50.0,89.16
Census Tract 404.27; Clayton County; Georgia,54244,4598,228,2823,319,3385,2355,87,167600,1295,1890,1437,453,4598,36.2,4598,841,3382,0,579,1890,1546,13,063,040427,Clayton,4.96,3.69,76.03,81.8
Census Tract 405.09; Clayton County; Georgia,60912,4548,455,3123,853,3469,2284,128,179200,1214,1742,1297,445,4548,37.7,4548,256,3935,39,403,1742,1493,13,063,040509,Clayton,10.0,5.6,74.45,85.71
Census Tract 405.10; Clayton County; Georgia,72000,4142,963,2491,162,3057,2368,166,117600,1207,1598,806,792,4218,31.0,4218,199,3241,551,148,1598,1383,13,063,040510,Clayton,23.25,7.01,50.44,86.55
Census Tract 405.12; Clayton County; Georgia,55288,4794,779,3373,571,3810,2731,117,153000,1107,1901,1085,816,4849,37.7,4849,313,4368,75,241,1901,1673,13,063,040512,Clayton,16.25,4.28,57.08,88.01
Census Tract 405.13; Clayton County; Georgia,51657,5546,630,3782,525,4620,3015,85,164200,1452,2076,1664,412,5554,41.6,5554,434,4433,85,679,2076,1928,13,063,040513,Clayton,11.36,2.82,80.15,92.87
Census Tract 405.18; Clayton County; Georgia,37356,5496,1778,3019,374,3831,2327,237,135000,1162,1628,689,939,5496,28.5,5496,767,3821,123,686,1628,1414,13,063,040518,Clayton,32.35,10.18,42.32,86.86
Census Tract 405.19; Clayton County; Georgia,34869,5031,1741,3140,280,3788,3081,278,-666666666,1157,2512,0,2512,5031,28.0,5031,81,4784,0,18,2512,2342,13,063,040519,Clayton,34.61,9.02,0.0,93.23
Census Tract 405.21; Clayton County; Georgia,48105,3919,1096,2040,178,2499,1451,59,128400,1314,1075,619,456,3935,26.9,3935,434,2056,401,1266,1075,918,13,063,040521,Clayton,27.97,4.07,57.58,85.4
Census Tract 405.22; Clayton County; Georgia,48333,4845,1189,2975,253,3799,2492,194,115900,1152,1742,581,1161,4992,34.4,4992,213,3757,533,350,1742,1639,13,063,040522,Clayton,24.54,7.78,33.35,94.09
Census Tract 405.23; Clayton County; Georgia,45536,3031,657,1937,111,2555,1504,31,141500,1144,1112,432,680,3031,32.3,3031,127,2723,83,163,1112,924,13,063,040523,Clayton,21.68,2.06,38.85,83.09
Census Tract 405.25; Clayton County; Georgia,57679,2882,527,1865,359,2426,1729,99,134600,1350,972,646,326,2885,38.3,2885,169,2572,0,77,972,870,13,063,040525,Clayton,18.29,5.73,66.46,89.51
Census Tract 405.27; Clayton County; Georgia,56126,3345,95,2314,472,2588,1859,501,169100,1582,1340,727,613,3351,34.4,3351,173,3155,23,0,1340,1235,13,063,040527,Clayton,2.84,26.95,54.25,92.16
Census Tract 405.28; Clayton County; Georgia,52600,2746,530,1919,131,2068,1662,139,156700,1154,1154,508,646,2746,32.9,2746,477,1716,0,586,1154,1040,13,063,040528,Clayton,19.3,8.36,44.02,90.12
Census Tract 405.29; Clayton County; Georgia,57756,3088,457,2085,187,2388,1576,35,122100,1227,1129,835,294,3088,37.4,3088,438,2432,16,317,1129,906,13,063,040529,Clayton,14.8,2.22,73.96,80.25
Census Tract 405.30; Clayton County; Georgia,54246,3769,293,2581,336,2900,2379,84,125800,1317,1772,912,860,3772,40.6,3772,607,2553,39,901,1772,1579,13,063,040530,Clayton,7.77,3.53,51.47,89.11
Census Tract 405.31; Clayton County; Georgia,39853,2597,971,1554,176,1820,1466,110,-666666666,1210,1096,83,1013,2597,28.3,2597,93,2165,0,361,1096,960,13,063,040531,Clayton,37.39,7.5,7.57,87.59
Census Tract 405.32; Clayton County; Georgia,60871,1625,458,1045,15,1379,1059,35,154800,949,725,231,494,1625,35.7,1625,235,1378,0,242,725,578,13,063,040532,Clayton,28.18,3.31,31.86,79.72
Census Tract 405.33; Clayton County; Georgia,49310,4495,743,3066,237,3638,2368,58,120300,1238,1896,842,1054,4497,37.6,4497,427,3161,309,873,1896,1765,13,063,040533,Clayton,16.53,2.45,44.41,93.09
Census Tract 405.34; Clayton County; Georgia,53303,2976,365,1956,228,2205,1436,81,133300,1323,1141,760,381,2976,35.8,2976,186,2340,224,312,1141,988,13,063,040534,Clayton,12.26,5.64,66.61,86.59
Census Tract 405.35; Clayton County; Georgia,66190,3954,684,2279,323,2897,2111,106,163700,1221,1428,906,522,3954,30.5,3954,279,3237,71,403,1428,1232,13,063,040535,Clayton,17.3,5.02,63.45,86.27
Census Tract 405.36; Clayton County; Georgia,57674,4540,1741,2161,46,2496,1764,123,173600,1345,1138,500,638,4540,23.1,4540,264,3603,180,369,1138,991,13,063,040536,Clayton,38.35,6.97,43.94,87.08
Census Tract 405.37; Clayton County; Georgia,68962,5891,340,2947,356,4718,3253,60,162500,1361,1761,1063,698,5891,26.0,5891,352,4068,21,1748,1761,1672,13,063,040537,Clayton,5.77,1.84,60.36,94.95
Census Tract 405.38; Clayton County; Georgia,58306,2428,247,1480,149,1853,970,76,123300,1352,838,498,340,2428,39.2,2428,129,1953,0,97,838,595,13,063,040538,Clayton,10.17,7.84,59.43,71.0
Census Tract 406.06; Clayton County; Georgia,56450,4327,768,3226,434,3789,2176,113,172100,1349,1553,1200,353,5070,32.9,5070,1248,3187,30,939,1553,1445,13,063,040606,Clayton,17.75,5.19,77.27,93.05
Census Tract 406.09; Clayton County; Georgia,80774,7868,283,4618,1279,5524,4118,101,184800,1334,2376,1347,1029,7868,28.4,7868,701,5136,829,1024,2376,2189,13,063,040609,Clayton,3.6,2.45,56.69,92.13
Census Tract 406.14; Clayton County; Georgia,115083,5331,125,4051,809,4779,2723,220,307700,2315,2125,1776,349,5511,50.8,5511,2146,2209,652,600,2125,1952,13,063,040614,Clayton,2.34,8.08,83.58,91.86
Census Tract 406.15; Clayton County; Georgia,75694,2204,138,1246,170,1578,1052,54,185800,1356,605,426,179,2204,30.3,2204,397,1218,324,419,605,522,13,063,040615,Clayton,6.26,5.13,70.41,86.28
Census Tract 406.17; Clayton County; Georgia,39500,1460,364,631,6,901,586,0,10100,860,418,183,235,1460,21.8,1460,718,289,39,1007,418,287,13,063,040617,Clayton,24.93,0.0,43.78,68.66
Census Tract 406.23; Clayton County; Georgia,45300,5569,999,3263,447,4342,2403,117,147400,1393,1882,1166,716,5569,33.6,5569,714,3748,0,800,1882,1559,13,063,040623,Clayton,17.94,4.87,61.96,82.84
Census Tract 406.24; Clayton County; Georgia,71435,2736,820,1602,66,1798,1130,90,179300,1544,873,614,259,2736,32.7,2736,545,1653,0,765,873,780,13,063,040624,Clayton,29.97,7.96,70.33,89.35
Census Tract 406.25; Clayton County; Georgia,77917,4123,199,2761,554,3273,2237,178,166300,1433,1663,843,820,4132,35.4,4132,379,3019,358,351,1663,1523,13,063,040625,Clayton,4.83,7.96,50.69,91.58
Census Tract 406.26; Clayton County; Georgia,72967,6095,982,4024,751,4769,3256,333,175400,1795,1902,1400,502,6095,38.6,6095,696,4957,259,641,1902,1846,13,063,040626,Clayton,16.11,10.23,73.61,97.06
Census Tract 406.27; Clayton County; Georgia,77424,5697,961,4115,712,4856,3067,138,172300,495,1907,1563,344,5775,42.1,5775,931,3455,379,881,1907,1716,13,063,040627,Clayton,16.87,4.5,81.96,89.98
Census Tract 406.28; Clayton County; Georgia,90787,3338,136,2612,462,2905,2178,158,249700,768,1091,999,92,3338,48.5,3338,595,1867,0,203,1091,928,13,063,040628,Clayton,4.07,7.25,91.57,85.06
Census Tract 406.29; Clayton County; Georgia,57905,2454,382,1277,124,1743,1152,53,105500,1135,873,332,541,2454,28.5,2454,542,1507,21,1067,873,809,13,063,040629,Clayton,15.57,4.6,38.03,92.67
Census Tract 406.30; Clayton County; Georgia,50657,3429,760,2261,56,2879,1776,234,169500,989,1556,258,1298,3429,34.3,3429,344,2683,0,44,1556,831,13,063,040630,Clayton,22.16,13.18,16.58,53.41
Census Tract 406.31; Clayton County; Georgia,81218,6457,548,4581,830,5275,3362,137,226900,1348,2326,1872,454,6457,39.2,6457,729,5393,62,385,2326,2103,13,063,040631,Clayton,8.49,4.07,80.48,90.41
Census Tract 406.32; Clayton County; Georgia,54072,5391,288,3553,696,4132,3387,677,168500,1313,2333,374,1959,5391,33.9,5391,331,4915,9,374,2333,2099,13,063,040632,Clayton,5.34,19.99,16.03,89.97
Census Tract 406.33; Clayton County; Georgia,46057,2913,931,1880,255,2267,1294,0,128100,1083,1062,721,341,2913,43.4,2913,440,2390,34,148,1062,988,13,063,040633,Clayton,31.96,0.0,67.89,93.03
Census Tract 406.34; Clayton County; Georgia,28066,4306,1604,2127,85,2748,1771,119,94100,1058,1416,202,1214,4306,24.8,4306,89,3665,0,602,1416,893,13,063,040634,Clayton,37.25,6.72,14.27,63.06
Census Tract 406.35; Clayton County; Georgia,49469,1839,274,2273,149,2609,1006,24,148500,774,693,470,223,2975,35.0,2975,765,1473,195,518,693,639,13,063,040635,Clayton,14.9,2.39,67.82,92.21
Census Tract 406.36; Clayton County; Georgia,111125,6326,954,4024,549,4637,2301,131,270300,2194,1961,1810,151,6340,34.4,6340,1257,4887,178,0,1961,1961,13,063,040636,Clayton,15.08,5.69,92.3,100.0
Census Tract 406.37; Clayton County; Georgia,59583,3936,801,2074,427,2439,1650,116,168100,1577,1182,586,596,3936,26.6,3936,608,3165,0,195,1182,1016,13,063,040637,Clayton,20.35,7.03,49.58,85.96
Census Tract 406.38; Clayton County; Georgia,81163,4046,197,2764,849,3251,2461,54,221900,1989,1437,1097,340,4046,29.7,4046,674,3046,82,173,1437,1383,13,063,040638,Clayton,4.87,2.19,76.34,96.24
Census Tract 406.39; Clayton County; Georgia,99754,3501,177,2538,646,3097,2113,65,236100,-666666666,1133,1130,3,3501,47.4,3501,88,3058,214,170,1133,1025,13,063,040639,Clayton,5.06,3.08,99.74,90.47
Census Tract 9800; Clayton County; Georgia,-666666666,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,13,063,980000,Clayton,,,,
Census Tract 801.04; Douglas County; Georgia,43295,4713,1416,3285,749,3878,2493,0,181100,1303,2311,1010,1301,4713,39.8,4713,1370,2520,43,1087,2311,2132,13,097,080104,Douglas,30.04,0.0,43.7,92.25
Census Tract 801.05; Douglas County; Georgia,91162,4219,422,2746,880,3011,2521,126,341700,1710,1774,809,965,4219,36.5,4219,292,3687,77,128,1774,1637,13,097,080105,Douglas,10.0,5.0,45.6,92.28
Census Tract 801.06; Douglas County; Georgia,51741,3274,487,2463,315,3003,1955,201,182600,1186,1451,635,816,3395,41.6,3395,1183,1891,19,306,1451,1212,13,097,080106,Douglas,14.87,10.28,43.76,83.53
Census Tract 801.07; Douglas County; Georgia,47341,3981,609,2095,397,2973,2243,72,-666666666,1222,1916,0,1916,3981,26.8,3981,504,3201,226,71,1916,1916,13,097,080107,Douglas,15.3,3.21,0.0,100.0
Census Tract 802.01; Douglas County; Georgia,75947,6505,570,4197,398,5130,3139,501,205000,1116,1884,1546,338,6534,36.4,6534,3283,2305,0,1416,1884,1659,13,097,080201,Douglas,8.76,15.96,82.06,88.06
Census Tract 802.03; Douglas County; Georgia,76382,6479,777,4210,557,5081,3487,188,174700,1259,2068,1488,580,6551,33.4,6551,3482,1836,103,2483,2068,1808,13,097,080203,Douglas,11.99,5.39,71.95,87.43
Census Tract 802.04; Douglas County; Georgia,54988,3650,339,2049,336,2940,1872,47,193400,1390,1363,795,568,3700,28.7,3700,1035,1731,0,1223,1363,1282,13,097,080204,Douglas,9.29,2.51,58.33,94.06
Census Tract 803.03; Douglas County; Georgia,45462,3161,865,2020,283,2456,1412,57,143800,1236,1129,579,550,3171,37.6,3171,1404,1639,12,289,1129,1006,13,097,080303,Douglas,27.36,4.04,51.28,89.11
Census Tract 803.04; Douglas County; Georgia,49704,5041,620,4245,683,4949,2429,260,240200,1074,2502,809,1693,5943,39.0,5943,2871,2756,24,328,2502,2153,13,097,080304,Douglas,12.3,10.7,32.33,86.05
Census Tract 803.05; Douglas County; Georgia,78692,5576,837,3118,963,3797,2733,372,222500,1348,1677,1041,636,5576,28.7,5576,2123,2777,0,754,1677,1599,13,097,080305,Douglas,15.01,13.61,62.08,95.35
Census Tract 803.06; Douglas County; Georgia,56552,3775,534,2104,564,2931,2157,270,182800,1188,1341,805,536,3775,29.8,3775,552,3078,0,264,1341,1210,13,097,080306,Douglas,14.15,12.52,60.03,90.23
Census Tract 803.07; Douglas County; Georgia,78379,3881,283,2510,308,2954,2235,76,203700,1376,1211,754,457,3881,33.5,3881,422,2818,0,442,1211,1111,13,097,080307,Douglas,7.29,3.4,62.26,91.74
Census Tract 804.03; Douglas County; Georgia,74669,5251,485,3340,504,4200,2690,99,195600,1779,1708,1549,159,5317,38.6,5317,2923,1960,84,304,1708,1578,13,097,080403,Douglas,9.24,3.68,90.69,92.39
Census Tract 804.05; Douglas County; Georgia,114821,5241,152,3526,828,4204,2754,116,287900,1093,1718,1623,95,5241,40.6,5241,4006,1001,95,126,1718,1697,13,097,080405,Douglas,2.9,4.21,94.47,98.78
Census Tract 804.06; Douglas County; Georgia,97976,3878,148,2577,402,3093,2430,35,245500,875,1334,1242,92,3878,40.9,3878,2931,614,0,217,1334,1297,13,097,080406,Douglas,3.82,1.44,93.1,97.23
Census Tract 804.07; Douglas County; Georgia,87480,5053,496,3495,820,4023,2715,326,264100,1468,1785,1170,615,5053,39.5,5053,1963,2154,422,121,1785,1762,13,097,080407,Douglas,9.82,12.01,65.55,98.71
Census Tract 804.08; Douglas County; Georgia,62292,2989,417,2212,317,2404,1450,43,194400,866,1077,846,231,2990,46.7,2990,1437,1286,0,197,1077,885,13,097,080408,Douglas,13.95,2.97,78.55,82.17
Census Tract 805.05; Douglas County; Georgia,62241,4673,502,3077,511,3543,2200,221,181000,1423,1526,903,623,4686,36.4,4686,2341,1966,136,262,1526,1425,13,097,080505,Douglas,10.74,10.05,59.17,93.38
Census Tract 805.06; Douglas County; Georgia,77393,4907,581,3663,628,4228,2528,76,189100,1236,1757,1393,364,5161,43.6,5161,3177,1263,201,406,1757,1508,13,097,080506,Douglas,11.84,3.01,79.28,85.83
Census Tract 805.07; Douglas County; Georgia,85174,3905,370,2534,349,2937,1927,197,230600,1727,1306,1020,286,3905,38.3,3905,2505,1004,144,299,1306,1130,13,097,080507,Douglas,9.48,10.22,78.1,86.52
Census Tract 805.08; Douglas County; Georgia,68224,5071,1172,3609,640,3893,2691,85,226900,1433,2118,1039,1079,5080,37.9,5080,2081,2219,0,664,2118,2023,13,097,080508,Douglas,23.11,3.16,49.06,95.51
Census Tract 805.09; Douglas County; Georgia,123696,6106,373,4525,731,4981,3588,207,322500,1567,2329,1997,332,6254,39.6,6254,1995,3664,239,80,2329,2220,13,097,080509,Douglas,6.11,5.77,85.74,95.32
Census Tract 805.12; Douglas County; Georgia,82189,5214,550,3403,730,4242,2679,232,203800,1745,1566,1425,141,5214,40.7,5214,2152,2261,31,602,1566,1308,13,097,080512,Douglas,10.55,8.66,91.0,83.52
Census Tract 805.13; Douglas County; Georgia,108150,4525,765,2370,387,2705,1888,181,199200,1248,1296,1024,272,4525,31.0,4525,785,3360,170,231,1296,1235,13,097,080513,Douglas,16.91,9.59,79.01,95.29
